employer,job_title,job_year_begin,job_year_end,reason_end,full_name,birthdate,deathdate,birthplace,birthyear,deathyear,nth_job,bachelors_year,masters_year,phd_year,bachelors_age,masters_age,phd_age
Tufts College,Assistant Professor,1946,1947,Moved to California,Mabel Frances Barnes (Schmeiser),"July 29, 1905","February 22, 1993","Wapello, Iowa",1905,1993.0,3,1926.0,1928.0,1931.0,21.0,23.0,26.0
Occidental College,Instructor,1950,1951,Promotion,Mabel Frances Barnes (Schmeiser),"July 29, 1905","February 22, 1993","Wapello, Iowa",1905,1993.0,4,1926.0,1928.0,1931.0,21.0,23.0,26.0
Occidental College,Lecturer,1951,1952,Promotion,Mabel Frances Barnes (Schmeiser),"July 29, 1905","February 22, 1993","Wapello, Iowa",1905,1993.0,5,1926.0,1928.0,1931.0,21.0,23.0,26.0
Occidental College,Assistant Professor,1952,1956,Promotion,Mabel Frances Barnes (Schmeiser),"July 29, 1905","February 22, 1993","Wapello, Iowa",1905,1993.0,6,1926.0,1928.0,1931.0,21.0,23.0,26.0
Occidental College,Associate Professor,1956,1964,Promotion,Mabel Frances Barnes (Schmeiser),"July 29, 1905","February 22, 1993","Wapello, Iowa",1905,1993.0,7,1926.0,1928.0,1931.0,21.0,23.0,26.0
Occidental College,Professor,1964,1971,Retirement,Mabel Frances Barnes (Schmeiser),"July 29, 1905","February 22, 1993","Wapello, Iowa",1905,1993.0,8,1926.0,1928.0,1931.0,21.0,23.0,26.0
Presentation Academy,High School Teacher,1918,1921,Moved to Fordham University for further studies,Sister Charles Mary Morrison,"July 19, 1895","January 15, 1953","Hyde Park, Massachusetts",1895,1953.0,1,1922.0,1925.0,1931.0,27.0,30.0,36.0
Nazareth College,Teacher,1922,1950,Moved to Massachusetts,Sister Charles Mary Morrison,"July 19, 1895","January 15, 1953","Hyde Park, Massachusetts",1895,1953.0,2,1922.0,1925.0,1931.0,27.0,30.0,36.0
Nazareth College,Registrar,1925,1942,Became Dean,Sister Charles Mary Morrison,"July 19, 1895","January 15, 1953","Hyde Park, Massachusetts",1895,1953.0,3,1922.0,1925.0,1931.0,27.0,30.0,36.0
Nazareth College,Dean,1942,1950,Moved to Massachusetts,Sister Charles Mary Morrison,"July 19, 1895","January 15, 1953","Hyde Park, Massachusetts",1895,1953.0,4,1922.0,1925.0,1931.0,27.0,30.0,36.0
Archbishop Williams High School,Faculty Member,1950,1953,Death,Sister Charles Mary Morrison,"July 19, 1895","January 15, 1953","Hyde Park, Massachusetts",1895,1953.0,5,1922.0,1925.0,1931.0,27.0,30.0,36.0
Community High School,Archdiocesan Superintendent,1950,1953,Death,Sister Charles Mary Morrison,"July 19, 1895","January 15, 1953","Hyde Park, Massachusetts",1895,1953.0,6,1922.0,1925.0,1931.0,27.0,30.0,36.0
St. Vincent’s Academy,Teacher,1920,1921,,Sister Mary Charlotte Fowler,"August 26, 1899","August 26, 1997","Mechanicsville, Maryland",1899,1997.0,1,1927.0,1935.0,1938.0,28.0,36.0,39.0
"Henderson, Kentucky",Teacher,1921,1923,,Sister Mary Charlotte Fowler,"August 26, 1899","August 26, 1997","Mechanicsville, Maryland",1899,1997.0,2,1927.0,1935.0,1938.0,28.0,36.0,39.0
"Yazoo City, Mississippi",Teacher,1923,1926,,Sister Mary Charlotte Fowler,"August 26, 1899","August 26, 1997","Mechanicsville, Maryland",1899,1997.0,3,1927.0,1935.0,1938.0,28.0,36.0,39.0
Nazareth Junior College,Summer School Teacher,1927,1930,,Sister Mary Charlotte Fowler,"August 26, 1899","August 26, 1997","Mechanicsville, Maryland",1899,1997.0,4,1927.0,1935.0,1938.0,28.0,36.0,39.0
"Mt. Vernon, Ohio",High School Teacher,1930,1932,,Sister Mary Charlotte Fowler,"August 26, 1899","August 26, 1997","Mechanicsville, Maryland",1899,1997.0,5,1927.0,1935.0,1938.0,28.0,36.0,39.0
Nazareth College,Assistant Instructor in Mathematics,1932,1933,Leave for study,Sister Mary Charlotte Fowler,"August 26, 1899","August 26, 1997","Mechanicsville, Maryland",1899,1997.0,6,1927.0,1935.0,1938.0,28.0,36.0,39.0
"Nazareth College, Louisville",Professor of Mathematics and Physics,1937,1969,Retirement,Sister Mary Charlotte Fowler,"August 26, 1899","August 26, 1997","Mechanicsville, Maryland",1899,1997.0,7,1927.0,1935.0,1938.0,28.0,36.0,39.0
"Nazareth College, Louisville",Chairman of the Department,1950,1961,Became President,Sister Mary Charlotte Fowler,"August 26, 1899","August 26, 1997","Mechanicsville, Maryland",1899,1997.0,8,1927.0,1935.0,1938.0,28.0,36.0,39.0
"Nazareth College, Louisville",President,1961,1969,End of tenure,Sister Mary Charlotte Fowler,"August 26, 1899","August 26, 1997","Mechanicsville, Maryland",1899,1997.0,9,1927.0,1935.0,1938.0,28.0,36.0,39.0
"University of California, Berkeley",Postdoctoral Researcher,1932,1934,,Ruth Glidden Mason Ballard,"April 24, 1906","June 7, 1980","Chicago, Illinois",1906,1980.0,1,1926.0,1928.0,1932.0,20.0,22.0,26.0
College of the Holy Names,Instructor,1933,1933,,Ruth Glidden Mason Ballard,"April 24, 1906","June 7, 1980","Chicago, Illinois",1906,1980.0,2,1926.0,1928.0,1932.0,20.0,22.0,26.0
Wellesley College,Instructor,1935,1935,,Ruth Glidden Mason Ballard,"April 24, 1906","June 7, 1980","Chicago, Illinois",1906,1980.0,3,1926.0,1928.0,1932.0,20.0,22.0,26.0
Hood College,Instructor,1935,1936,,Ruth Glidden Mason Ballard,"April 24, 1906","June 7, 1980","Chicago, Illinois",1906,1980.0,4,1926.0,1928.0,1932.0,20.0,22.0,26.0
"University of Illinois, Urbana",Assistant/Instructor,1936,1938,,Ruth Glidden Mason Ballard,"April 24, 1906","June 7, 1980","Chicago, Illinois",1906,1980.0,5,1926.0,1928.0,1932.0,20.0,22.0,26.0
Wright Junior College,Faculty,1938,1943,Navy took over the building,Ruth Glidden Mason Ballard,"April 24, 1906","June 7, 1980","Chicago, Illinois",1906,1980.0,6,1926.0,1928.0,1932.0,20.0,22.0,26.0
Illinois Institute of Technology,Instructor in Navy V-12 program,1943,1945,,Ruth Glidden Mason Ballard,"April 24, 1906","June 7, 1980","Chicago, Illinois",1906,1980.0,7,1926.0,1928.0,1932.0,20.0,22.0,26.0
University of Illinois at Navy Pier/Chicago Circle,Assistant/Associate Professor,1955,1972,Retirement,Ruth Glidden Mason Ballard,"April 24, 1906","June 7, 1980","Chicago, Illinois",1906,1980.0,8,1926.0,1928.0,1932.0,20.0,22.0,26.0
Hunter College,Substitute Instructor in Mathematics,1930,1931,Moved to William Cullen Bryant High School,Annita Tuller,"December 30, 1910","August 29, 1994","Brooklyn, New York",1910,1994.0,1,1929.0,1930.0,1937.0,19.0,20.0,27.0
William Cullen Bryant High School,Mathematics and Physics Teacher,1931,1935,Returned to Bryn Mawr College,Annita Tuller,"December 30, 1910","August 29, 1994","Brooklyn, New York",1910,1994.0,2,1929.0,1930.0,1937.0,19.0,20.0,27.0
Hunter College,Tutor,1937,1939,Promoted to Instructor,Annita Tuller,"December 30, 1910","August 29, 1994","Brooklyn, New York",1910,1994.0,3,1929.0,1930.0,1937.0,19.0,20.0,27.0
Hunter College,Instructor,1939,1949,Promoted to Assistant Professor,Annita Tuller,"December 30, 1910","August 29, 1994","Brooklyn, New York",1910,1994.0,4,1929.0,1930.0,1937.0,19.0,20.0,27.0
Hunter College,Assistant Professor,1949,1961,Promoted to Associate Professor,Annita Tuller,"December 30, 1910","August 29, 1994","Brooklyn, New York",1910,1994.0,5,1929.0,1930.0,1937.0,19.0,20.0,27.0
Hunter College,Associate Professor,1961,1968,Hunter College became Lehman College,Annita Tuller,"December 30, 1910","August 29, 1994","Brooklyn, New York",1910,1994.0,6,1929.0,1930.0,1937.0,19.0,20.0,27.0
Herbert H. Lehman College (CUNY),Professor,1968,1971,Retired as Professor Emeritus,Annita Tuller,"December 30, 1910","August 29, 1994","Brooklyn, New York",1910,1994.0,7,1929.0,1930.0,1937.0,19.0,20.0,27.0
Cook County Welfare Department,Social Worker,1934,1935,Began graduate work,Mary Barbara Haberzetle Turner,"June 4, 1912","November 16, 1983","Chicago, Illinois",1912,1983.0,1,1934.0,1936.0,1938.0,22.0,24.0,26.0
Mount Holyoke College,Instructor,1938,1938,Temporary replacement,Mary Barbara Haberzetle Turner,"June 4, 1912","November 16, 1983","Chicago, Illinois",1912,1983.0,2,1934.0,1936.0,1938.0,22.0,24.0,26.0
Queens College,Instructor,1939,1941,Marriage and relocation,Mary Barbara Haberzetle Turner,"June 4, 1912","November 16, 1983","Chicago, Illinois",1912,1983.0,3,1934.0,1936.0,1938.0,22.0,24.0,26.0
Seattle University,Assistant Professor,1960,1963,Promotion,Mary Barbara Haberzetle Turner,"June 4, 1912","November 16, 1983","Chicago, Illinois",1912,1983.0,4,1934.0,1936.0,1938.0,22.0,24.0,26.0
Seattle University,Associate Professor,1963,1971,Promotion to full professor and illness,Mary Barbara Haberzetle Turner,"June 4, 1912","November 16, 1983","Chicago, Illinois",1912,1983.0,5,1934.0,1936.0,1938.0,22.0,24.0,26.0
Seattle University,Full Professor,1971,1971,Retirement due to illness,Mary Barbara Haberzetle Turner,"June 4, 1912","November 16, 1983","Chicago, Illinois",1912,1983.0,6,1934.0,1936.0,1938.0,22.0,24.0,26.0
University College London,"Staff at Karl Pearson’s laboratory, Department of Applied Statistics",1918,1919,Moved to Radcliffe College,Eleanor Pairman Brown,"June 8, 1896","September 14, 1973","Broomieknowe, Lasswade, Midlothian, Scotland",1896,1973.0,1,,1917.0,1922.0,,21.0,26.0
Dartmouth College,Part-time Instructor of Mathematics,1955,1959,End of contract,Eleanor Pairman Brown,"June 8, 1896","September 14, 1973","Broomieknowe, Lasswade, Midlothian, Scotland",1896,1973.0,2,,1917.0,1922.0,,21.0,26.0
University of Wisconsin,Assistant in Mathematics,1901,1902,Promotion,Florence Eliza Allen,"October 4, 1876","December 31, 1960","Horicon, Wisconsin",1876,1960.0,1,1900.0,1901.0,1907.0,24.0,25.0,31.0
University of Wisconsin,Instructor of Mathematics,1902,1945,Promotion,Florence Eliza Allen,"October 4, 1876","December 31, 1960","Horicon, Wisconsin",1876,1960.0,2,1900.0,1901.0,1907.0,24.0,25.0,31.0
University of Wisconsin,Assistant Professor,1945,1947,Retirement,Florence Eliza Allen,"October 4, 1876","December 31, 1960","Horicon, Wisconsin",1876,1960.0,3,1900.0,1901.0,1907.0,24.0,25.0,31.0
University of Kansas,Teaching Fellow,1901,1902,Continued graduate studies,Helen Barten Brewster Owens,"April 2, 1881","June 6, 1968","Pleasanton, Linn County, Kansas",1881,1968.0,1,1900.0,1901.0,1910.0,19.0,20.0,29.0
High School in Lawrence,High School Teacher,1902,1904,Marriage and relocation,Helen Barten Brewster Owens,"April 2, 1881","June 6, 1968","Pleasanton, Linn County, Kansas",1881,1968.0,2,1900.0,1901.0,1910.0,19.0,20.0,29.0
High School in Evanston,High School Teacher,1906,1907,Relocation to Ithaca,Helen Barten Brewster Owens,"April 2, 1881","June 6, 1968","Pleasanton, Linn County, Kansas",1881,1968.0,3,1900.0,1901.0,1910.0,19.0,20.0,29.0
Wells College,Instructor,1914,1915,End of semester,Helen Barten Brewster Owens,"April 2, 1881","June 6, 1968","Pleasanton, Linn County, Kansas",1881,1968.0,4,1900.0,1901.0,1910.0,19.0,20.0,29.0
Wells College,Acting Assistant Professor,1916,1917,End of semester,Helen Barten Brewster Owens,"April 2, 1881","June 6, 1968","Pleasanton, Linn County, Kansas",1881,1968.0,5,1900.0,1901.0,1910.0,19.0,20.0,29.0
Cornell University,Instructor,1917,1922,Intermittent employment as a secondary school teacher and private tutor,Helen Barten Brewster Owens,"April 2, 1881","June 6, 1968","Pleasanton, Linn County, Kansas",1881,1968.0,6,1900.0,1901.0,1910.0,19.0,20.0,29.0
Pennsylvania State College,Instructor,1940,1945,Promotion to Assistant Professor,Helen Barten Brewster Owens,"April 2, 1881","June 6, 1968","Pleasanton, Linn County, Kansas",1881,1968.0,7,1900.0,1901.0,1910.0,19.0,20.0,29.0
Pennsylvania State College,Assistant Professor,1945,1949,Retirement,Helen Barten Brewster Owens,"April 2, 1881","June 6, 1968","Pleasanton, Linn County, Kansas",1881,1968.0,8,1900.0,1901.0,1910.0,19.0,20.0,29.0
Mt. St. Scholastica College,Instructor of Mathematics and Physics,1935,1936,Substitute position for Sr. Helen Sullivan,M. Gweneth Humphreys,"October 22, 1911","October 6, 2006","South Vancouver, British Columbia",1911,2006.0,1,1932.0,1933.0,1935.0,21.0,22.0,24.0
H. Sophie Newcomb Memorial College,Instructor,1936,1941,Promotion,M. Gweneth Humphreys,"October 22, 1911","October 6, 2006","South Vancouver, British Columbia",1911,2006.0,2,1932.0,1933.0,1935.0,21.0,22.0,24.0
H. Sophie Newcomb Memorial College,Assistant Professor,1941,1949,Left for another position,M. Gweneth Humphreys,"October 22, 1911","October 6, 2006","South Vancouver, British Columbia",1911,2006.0,3,1932.0,1933.0,1935.0,21.0,22.0,24.0
Randolph-Macon Woman’s College,Associate Professor,1949,1980,Retirement,M. Gweneth Humphreys,"October 22, 1911","October 6, 2006","South Vancouver, British Columbia",1911,2006.0,4,1932.0,1933.0,1935.0,21.0,22.0,24.0
Barnard College,Assistant Professor,1944,1944,Summer position,M. Gweneth Humphreys,"October 22, 1911","October 6, 2006","South Vancouver, British Columbia",1911,2006.0,5,1932.0,1933.0,1935.0,21.0,22.0,24.0
Tulane University,Assistant Professor,1946,1946,Summer position,M. Gweneth Humphreys,"October 22, 1911","October 6, 2006","South Vancouver, British Columbia",1911,2006.0,6,1932.0,1933.0,1935.0,21.0,22.0,24.0
New York University,Women's Advisory Committee Member,1903,,,Emily Matilda Coddington Williams,"October 21, 1873","August 8, 1952",New York City,1873,1952.0,1,1896.0,1898.0,1905.0,23.0,25.0,32.0
New York University,Treasurer of Women's Advisory Committee,1907,1908,,Emily Matilda Coddington Williams,"October 21, 1873","August 8, 1952",New York City,1873,1952.0,2,1896.0,1898.0,1905.0,23.0,25.0,32.0
New York University,Secretary of Women's Advisory Committee,1915,1917,,Emily Matilda Coddington Williams,"October 21, 1873","August 8, 1952",New York City,1873,1952.0,3,1896.0,1898.0,1905.0,23.0,25.0,32.0
Hunter College,Tutor,1935,1936,Replacement for a faculty member on leave,Gertrude Blanch,"February 2, 1897","January 1, 1996","Kolno, Poland",1897,1996.0,1,1932.0,1934.0,1935.0,35.0,37.0,38.0
Mathematical Tables Project,Mathematician,1938,1942,Project disbanded after the war,Gertrude Blanch,"February 2, 1897","January 1, 1996","Kolno, Poland",1897,1996.0,2,1932.0,1934.0,1935.0,35.0,37.0,38.0
National Bureau of Standards,Employee,1942,1954,Institute closed,Gertrude Blanch,"February 2, 1897","January 1, 1996","Kolno, Poland",1897,1996.0,3,1932.0,1934.0,1935.0,35.0,37.0,38.0
Electrodata Corporation,Employee,1954,1954,Moved to another job,Gertrude Blanch,"February 2, 1897","January 1, 1996","Kolno, Poland",1897,1996.0,4,1932.0,1934.0,1935.0,35.0,37.0,38.0
"Aerospace Research Laboratories, Wright Air Force Base",Senior Mathematician,1954,1967,Retirement,Gertrude Blanch,"February 2, 1897","January 1, 1996","Kolno, Poland",1897,1996.0,5,1932.0,1934.0,1935.0,35.0,37.0,38.0
Liberty School,Teacher,1913,1914,Moved to Lone Mound,Wealthy Consuelo Babcock,"November 18, 1895","April 10, 1990","Washington County, Kansas",1895,1990.0,1,1919.0,1922.0,1926.0,24.0,27.0,31.0
Lone Mound,Teacher,1914,1915,Attended University of Kansas,Wealthy Consuelo Babcock,"November 18, 1895","April 10, 1990","Washington County, Kansas",1895,1990.0,2,1919.0,1922.0,1926.0,24.0,27.0,31.0
Neodesha High School,Teacher,1919,1920,Returned to University of Kansas,Wealthy Consuelo Babcock,"November 18, 1895","April 10, 1990","Washington County, Kansas",1895,1990.0,3,1919.0,1922.0,1926.0,24.0,27.0,31.0
University of Kansas,Instructor,1920,1926,Promoted to Assistant Professor,Wealthy Consuelo Babcock,"November 18, 1895","April 10, 1990","Washington County, Kansas",1895,1990.0,4,1919.0,1922.0,1926.0,24.0,27.0,31.0
University of Kansas,Assistant Professor,1926,1940,Promoted to Associate Professor,Wealthy Consuelo Babcock,"November 18, 1895","April 10, 1990","Washington County, Kansas",1895,1990.0,5,1919.0,1922.0,1926.0,24.0,27.0,31.0
University of Kansas,Associate Professor,1940,1966,Retirement,Wealthy Consuelo Babcock,"November 18, 1895","April 10, 1990","Washington County, Kansas",1895,1990.0,6,1919.0,1922.0,1926.0,24.0,27.0,31.0
Vassar College,Assistant in Mathematics,1931,1944,Promoted to Associate Professor,Grace Brewster Murray Hopper,"December 9, 1906","January 1, 1992","New York City, New York, USA",1906,1992.0,1,1928.0,1930.0,1934.0,22.0,24.0,28.0
Harvard University,Research Fellow in Engineering Science and Applied Physics,1946,1949,Left to join Eckert-Mauchly Computer Corporation,Grace Brewster Murray Hopper,"December 9, 1906","January 1, 1992","New York City, New York, USA",1906,1992.0,2,1928.0,1930.0,1934.0,22.0,24.0,28.0
Eckert-Mauchly Computer Corporation,Senior Mathematician,1949,1950,Company bought by Remington Rand,Grace Brewster Murray Hopper,"December 9, 1906","January 1, 1992","New York City, New York, USA",1906,1992.0,3,1928.0,1930.0,1934.0,22.0,24.0,28.0
Remington Rand,Senior Programmer,1950,1955,Company merged with Sperry Corporation,Grace Brewster Murray Hopper,"December 9, 1906","January 1, 1992","New York City, New York, USA",1906,1992.0,4,1928.0,1930.0,1934.0,22.0,24.0,28.0
Sperry Rand,"Chief Engineer, Automatic Programming",1959,1971,Retired,Grace Brewster Murray Hopper,"December 9, 1906","January 1, 1992","New York City, New York, USA",1906,1992.0,5,1928.0,1930.0,1934.0,22.0,24.0,28.0
George Washington University,Professorial Lecturer in Management Science,1971,1978,Unknown,Grace Brewster Murray Hopper,"December 9, 1906","January 1, 1992","New York City, New York, USA",1906,1992.0,6,1928.0,1930.0,1934.0,22.0,24.0,28.0
Digital Equipment Corporation,Senior Consultant,1986,,Unknown,Grace Brewster Murray Hopper,"December 9, 1906","January 1, 1992","New York City, New York, USA",1906,1992.0,7,1928.0,1930.0,1934.0,22.0,24.0,28.0
Baldwin School,Teacher,1913,1927,Left for further studies,Elizabeth Morgan Cooper,"January 19, 1891","May 17, 1967","Syracuse, New York",1891,1967.0,1,1913.0,1923.0,1930.0,22.0,32.0,39.0
Buckingham School,Principal,1930,1935,Left for another position,Elizabeth Morgan Cooper,"January 19, 1891","May 17, 1967","Syracuse, New York",1891,1967.0,2,1913.0,1923.0,1930.0,22.0,32.0,39.0
Chapin School,Head of Mathematics Department,1935,1937,Moved to Hunter College,Elizabeth Morgan Cooper,"January 19, 1891","May 17, 1967","Syracuse, New York",1891,1967.0,3,1913.0,1923.0,1930.0,22.0,32.0,39.0
Hunter College High School,Chairman of Mathematics Department,1937,1958,Retired,Elizabeth Morgan Cooper,"January 19, 1891","May 17, 1967","Syracuse, New York",1891,1967.0,4,1913.0,1923.0,1930.0,22.0,32.0,39.0
Syracuse University,Mathematics Instructor,1958,,Not specified,Elizabeth Morgan Cooper,"January 19, 1891","May 17, 1967","Syracuse, New York",1891,1967.0,5,1913.0,1923.0,1930.0,22.0,32.0,39.0
Woodside Seminary,Assistant Teacher,1900,1901,Left to pursue further studies,Mary Emily Sinclair,"September 27, 1878","June 3, 1955","Worcester, Massachusetts",1878,1955.0,1,1900.0,1903.0,1908.0,22.0,25.0,30.0
Lake Erie College,Instructor,1903,1903,Left for fellowship at University of Chicago,Mary Emily Sinclair,"September 27, 1878","June 3, 1955","Worcester, Massachusetts",1878,1955.0,2,1900.0,1903.0,1908.0,22.0,25.0,30.0
University of Nebraska,Instructor,1904,1907,Hired by Oberlin College,Mary Emily Sinclair,"September 27, 1878","June 3, 1955","Worcester, Massachusetts",1878,1955.0,3,1900.0,1903.0,1908.0,22.0,25.0,30.0
Oberlin College,"Instructor, later Associate Professor, then Professor",1907,1944,Retired,Mary Emily Sinclair,"September 27, 1878","June 3, 1955","Worcester, Massachusetts",1878,1955.0,4,1900.0,1903.0,1908.0,22.0,25.0,30.0
Berea College,Part-time Mathematics Teacher,1944,1946,End of special agreement,Mary Emily Sinclair,"September 27, 1878","June 3, 1955","Worcester, Massachusetts",1878,1955.0,5,1900.0,1903.0,1908.0,22.0,25.0,30.0
University of Michigan,Assistant in the electrical engineering department,1927,1927,Completed work,Shu Ting Liu Hsia,"September 25, 1903","August 16, 1980","Beijing, China",1903,1980.0,1,1926.0,1927.0,1930.0,23.0,24.0,27.0
Colorado College,Substitute instructor,1929,1929,Temporary position,Shu Ting Liu Hsia,"September 25, 1903","August 16, 1980","Beijing, China",1903,1980.0,2,1926.0,1927.0,1930.0,23.0,24.0,27.0
Shanghai College,Teacher,1930,,,Shu Ting Liu Hsia,"September 25, 1903","August 16, 1980","Beijing, China",1903,1980.0,3,1926.0,1927.0,1930.0,23.0,24.0,27.0
Hunter College,"Temporary, part-time instructor",1944,1945,Temporary position,Shu Ting Liu Hsia,"September 25, 1903","August 16, 1980","Beijing, China",1903,1980.0,4,1926.0,1927.0,1930.0,23.0,24.0,27.0
New York City Youth Board,Statistical work,1957,,,Shu Ting Liu Hsia,"September 25, 1903","August 16, 1980","Beijing, China",1903,1980.0,5,1926.0,1927.0,1930.0,23.0,24.0,27.0
"High School in St. Charles, Missouri",Mathematics Teacher,1922,1924,Moved to Central College for Women,Nola Lee Anderson Haynes,"January 9, 1897","December 21, 1996","Bucklin, Linn County, Missouri",1897,1996.0,1,1922.0,1926.0,1929.0,25.0,29.0,32.0
"Central College for Women, Lexington, Missouri",Head of Mathematics Department,1924,1925,Returned to University of Missouri for further studies,Nola Lee Anderson Haynes,"January 9, 1897","December 21, 1996","Bucklin, Linn County, Missouri",1897,1996.0,2,1922.0,1926.0,1929.0,25.0,29.0,32.0
University of Missouri,Instructor,1928,1930,Joined H. Sophie Newcomb College,Nola Lee Anderson Haynes,"January 9, 1897","December 21, 1996","Bucklin, Linn County, Missouri",1897,1996.0,3,1922.0,1926.0,1929.0,25.0,29.0,32.0
"H. Sophie Newcomb College, Tulane University",Associate Professor and Acting Chair,1930,1938,"Married E. S. Haynes and moved to Columbia, Missouri",Nola Lee Anderson Haynes,"January 9, 1897","December 21, 1996","Bucklin, Linn County, Missouri",1897,1996.0,4,1922.0,1926.0,1929.0,25.0,29.0,32.0
University of Missouri,Special Instructor,1943,1944,Promoted to Acting Associate Professor,Nola Lee Anderson Haynes,"January 9, 1897","December 21, 1996","Bucklin, Linn County, Missouri",1897,1996.0,5,1922.0,1926.0,1929.0,25.0,29.0,32.0
University of Missouri,Acting Associate Professor,1946,1951,Husband's retirement allowed full appointment,Nola Lee Anderson Haynes,"January 9, 1897","December 21, 1996","Bucklin, Linn County, Missouri",1897,1996.0,6,1922.0,1926.0,1929.0,25.0,29.0,32.0
University of Missouri,Associate Professor,1951,1967,Retirement,Nola Lee Anderson Haynes,"January 9, 1897","December 21, 1996","Bucklin, Linn County, Missouri",1897,1996.0,7,1922.0,1926.0,1929.0,25.0,29.0,32.0
Randolph-Macon Woman’s College,Professor,1967,1968,End of temporary position,Nola Lee Anderson Haynes,"January 9, 1897","December 21, 1996","Bucklin, Linn County, Missouri",1897,1996.0,8,1922.0,1926.0,1929.0,25.0,29.0,32.0
Barnard College,Assistant in Mathematics,1900,1902,Not employed as a mathematician after 1902,Grace Andrews,"May 30, 1869","July 27, 1951","Brooklyn, New York",1869,1951.0,1,1890.0,1899.0,1901.0,21.0,30.0,32.0
Wesleyan University,Accountant to the Treasurer,1905,1926,,Grace Andrews,"May 30, 1869","July 27, 1951","Brooklyn, New York",1869,1951.0,2,1890.0,1899.0,1901.0,21.0,30.0,32.0
Women's Foreign Missionary Society of the Methodist Episcopal Church,"Various positions including home base secretary, receiving treasurer, treasurer, chairman of the finance committee, and director",1916,1951,Death,Grace Andrews,"May 30, 1869","July 27, 1951","Brooklyn, New York",1869,1951.0,3,1890.0,1899.0,1901.0,21.0,30.0,32.0
Milbank High School,Teacher,1916,1919,Left for another teaching position,Emma Julia Olson,"December 7, 1892","November 14, 1981","Fairview, South Dakota",1892,1981.0,1,1915.0,1924.0,1932.0,23.0,32.0,40.0
College of Industrial Arts,Teacher,1920,1923,Pursued further education,Emma Julia Olson,"December 7, 1892","November 14, 1981","Fairview, South Dakota",1892,1981.0,2,1915.0,1924.0,1932.0,23.0,32.0,40.0
River Falls Normal School,Acting Head of Department,1924,1925,Position was temporary,Emma Julia Olson,"December 7, 1892","November 14, 1981","Fairview, South Dakota",1892,1981.0,3,1915.0,1924.0,1932.0,23.0,32.0,40.0
Northwestern University,Teacher,1926,1930,Left to complete PhD,Emma Julia Olson,"December 7, 1892","November 14, 1981","Fairview, South Dakota",1892,1981.0,4,1915.0,1924.0,1932.0,23.0,32.0,40.0
Mount Saint Scholastica College,Acting Head of Department,1934,1935,Position was temporary,Emma Julia Olson,"December 7, 1892","November 14, 1981","Fairview, South Dakota",1892,1981.0,5,1915.0,1924.0,1932.0,23.0,32.0,40.0
Concordia College,Assistant Professor,1935,1936,Left for another position,Emma Julia Olson,"December 7, 1892","November 14, 1981","Fairview, South Dakota",1892,1981.0,6,1915.0,1924.0,1932.0,23.0,32.0,40.0
Kent State University,Instructor,1937,1940,Promoted,Emma Julia Olson,"December 7, 1892","November 14, 1981","Fairview, South Dakota",1892,1981.0,7,1915.0,1924.0,1932.0,23.0,32.0,40.0
Kent State University,Assistant Professor,1940,1945,Promoted,Emma Julia Olson,"December 7, 1892","November 14, 1981","Fairview, South Dakota",1892,1981.0,8,1915.0,1924.0,1932.0,23.0,32.0,40.0
Kent State University,Associate Professor,1945,1951,Promoted,Emma Julia Olson,"December 7, 1892","November 14, 1981","Fairview, South Dakota",1892,1981.0,9,1915.0,1924.0,1932.0,23.0,32.0,40.0
Kent State University,Professor,1951,1963,Retired,Emma Julia Olson,"December 7, 1892","November 14, 1981","Fairview, South Dakota",1892,1981.0,10,1915.0,1924.0,1932.0,23.0,32.0,40.0
University of Washington,Instructor of Mathematics,1911,1912,Returned to Berkeley area and married,Annie Dale Andrews (Biddle),"December 13, 1885","April 14, 1940","Hanford, California",1885,1940.0,1,1908.0,,1911.0,23.0,,26.0
University of California,Teaching Fellow,1914,1916,Promotion,Annie Dale Andrews (Biddle),"December 13, 1885","April 14, 1940","Hanford, California",1885,1940.0,2,1908.0,,1911.0,23.0,,26.0
University of California,Assistant in Mathematics,1916,1917,Promotion,Annie Dale Andrews (Biddle),"December 13, 1885","April 14, 1940","Hanford, California",1885,1940.0,3,1908.0,,1911.0,23.0,,26.0
University of California,Associate in Mathematics,1920,1923,Promotion,Annie Dale Andrews (Biddle),"December 13, 1885","April 14, 1940","Hanford, California",1885,1940.0,4,1908.0,,1911.0,23.0,,26.0
University of California,Instructor,1924,1933,Not reappointed due to departmental focus shift and Great Depression,Annie Dale Andrews (Biddle),"December 13, 1885","April 14, 1940","Hanford, California",1885,1940.0,5,1908.0,,1911.0,23.0,,26.0
Vassar College,instructor,1902,1915,promotion,Louise Duffield Cummings,"November 21, 1870","May 9, 1947","Hamilton, Ontario, Canada",1870,1947.0,1,1895.0,1902.0,1914.0,25.0,32.0,44.0
Vassar College,assistant professor,1915,1919,promotion,Louise Duffield Cummings,"November 21, 1870","May 9, 1947","Hamilton, Ontario, Canada",1870,1947.0,2,1895.0,1902.0,1914.0,25.0,32.0,44.0
Vassar College,associate professor,1919,1927,promotion,Louise Duffield Cummings,"November 21, 1870","May 9, 1947","Hamilton, Ontario, Canada",1870,1947.0,3,1895.0,1902.0,1914.0,25.0,32.0,44.0
