degree_institution_name,degree_type,degree_year,degree_advisor,full_name,birthdate,deathdate,birthplace,birthyear,deathyear
University of London,BSc,1893,,Ada Isabel Maddison,"April 13, 1869","October 22, 1950","Whitehaven, Cumberland, England",1869,1950.0
Bryn Mawr College,PhD,1896,Charlotte Angas Scott,Ada Isabel Maddison,"April 13, 1869","October 22, 1950","Whitehaven, Cumberland, England",1869,1950.0
"Trinity College, Dublin",BA,1905,,Ada Isabel Maddison,"April 13, 1869","October 22, 1950","Whitehaven, Cumberland, England",1869,1950.0
Smith College,BL,1898,,Ruth Goulding Wood,"January 29, 1875","May 5, 1939","Central Falls, Rhode Island",1875,1939.0
Yale University,PhD,1901,"James Pierpont, Percey F. Smith, J. Willard Gibbs, William Beebe",Ruth Goulding Wood,"January 29, 1875","May 5, 1939","Central Falls, Rhode Island",1875,1939.0
College of Saint Teresa,BA,1923,,Sister M. Leontius Schulte,"September 4, 1901","March 20, 2000","Cleveland, Wisconsin",1901,2000.0
University of Michigan,MA,1931,,Sister M. Leontius Schulte,"September 4, 1901","March 20, 2000","Cleveland, Wisconsin",1901,2000.0
University of Michigan,PhD,1935,Louis Charles Karpinski,Sister M. Leontius Schulte,"September 4, 1901","March 20, 2000","Cleveland, Wisconsin",1901,2000.0
Oberlin College,BA,1931,,Dorothy Bothwell Kohlmetz,"January 25, 1906","December 18, 1941","Albany, New York",1906,1941.0
Ohio State University,MA,1933,Henry Blumberg,Dorothy Bothwell Kohlmetz,"January 25, 1906","December 18, 1941","Albany, New York",1906,1941.0
Ohio State University,PhD,1937,Tibor Radó,Dorothy Bothwell Kohlmetz,"January 25, 1906","December 18, 1941","Albany, New York",1906,1941.0
Wilson College,BA,1925,,Roberta Frances Johnson,"January 22, 1902","October 12, 1988","Philadelphia, Pennsylvania",1902,1988.0
Cornell University,MA,1931,Virgil Snyder,Roberta Frances Johnson,"January 22, 1902","October 12, 1988","Philadelphia, Pennsylvania",1902,1988.0
Cornell University,PhD,1933,Virgil Snyder,Roberta Frances Johnson,"January 22, 1902","October 12, 1988","Philadelphia, Pennsylvania",1902,1988.0
Central Holiness University,BA,1918,,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0
Penn College,BA,1921,,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0
University of Wisconsin,MA,1928,Ernest Brown Skinner,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0
University of Chicago,PhD,1938,Abraham Adrian Albert,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0
Reed College,BA,1924,,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0
Cornell University,MA,1926,W. A. Hurwitz,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0
University of California,PhD,1933,John Hector McDonald,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0
Tulane University,BA,1924,,Adrienne Sophie Rayl,"September 25, 1898","November 27, 1989","New Orleans, Louisiana",1898,1989.0
Tulane University,MA,1934,,Adrienne Sophie Rayl,"September 25, 1898","November 27, 1989","New Orleans, Louisiana",1898,1989.0
University of Chicago,PhD,1939,Walter Bartky,Adrienne Sophie Rayl,"September 25, 1898","November 27, 1989","New Orleans, Louisiana",1898,1989.0
Denison University (Shepardson College),BA,1909,,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0
University of Chicago,MA,1916,Leonard Eugene Dickson,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0
University of Chicago,PhD,1924,Leonard Eugene Dickson,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0
University of Pittsburgh,BA,1930,,Rosella Kanarik,"February 7, 1909",,"Bartfa, Hungary",1909,
University of Pittsburgh,MA,1931,,Rosella Kanarik,"February 7, 1909",,"Bartfa, Hungary",1909,
University of Pittsburgh,PhD,1934,Montgomery Morton Culver,Rosella Kanarik,"February 7, 1909",,"Bartfa, Hungary",1909,
Dalhousie University,BA,1925,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0
Bryn Mawr College,PhD,1937,Gustav Arnold Hedlund,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0
H. Sophie Newcomb College,BA,1914,,Gladys Elizabeth Corson Gibbens,"January 21, 1893","September 24, 1983","New Orleans, Louisiana",1893,1983.0
Tulane University,MA,1916,,Gladys Elizabeth Corson Gibbens,"January 21, 1893","September 24, 1983","New Orleans, Louisiana",1893,1983.0
University of Chicago,PhD,1920,Ernest Julius Wilczynski,Gladys Elizabeth Corson Gibbens,"January 21, 1893","September 24, 1983","New Orleans, Louisiana",1893,1983.0
St. Xavier College,BA,1920,,Eleanor Margaret Thuener,"October 25, 1880","September 29, 1977","Allegheny, Pennsylvania",1880,1977.0
Catholic University of America (Catholic Sisters College),MA,1923,,Eleanor Margaret Thuener,"October 25, 1880","September 29, 1977","Allegheny, Pennsylvania",1880,1977.0
Catholic University of America,PhD,1932,Aubrey Edward Landry,Eleanor Margaret Thuener,"October 25, 1880","September 29, 1977","Allegheny, Pennsylvania",1880,1977.0
University of Chicago,BS,1912,,Mayme Irwin Logsdon,"February 1, 1881","July 4, 1967","Elizabethtown, Kentucky",1881,1967.0
University of Chicago,MA,1914,Kurt Laves,Mayme Irwin Logsdon,"February 1, 1881","July 4, 1967","Elizabethtown, Kentucky",1881,1967.0
University of Chicago,PhD,1921,Leonard Eugene Dickson,Mayme Irwin Logsdon,"February 1, 1881","July 4, 1967","Elizabethtown, Kentucky",1881,1967.0
Wellesley College,BA,1911,,Hazel Edith Schoonmaker Wilson,"October 31, 1888","April 23, 1988","Philadelphia, Pennsylvania",1888,1988.0
Radcliffe College,MA,1914,,Hazel Edith Schoonmaker Wilson,"October 31, 1888","April 23, 1988","Philadelphia, Pennsylvania",1888,1988.0
Cornell University,PhD,1927,Virgil Snyder,Hazel Edith Schoonmaker Wilson,"October 31, 1888","April 23, 1988","Philadelphia, Pennsylvania",1888,1988.0
Goucher College,BA,1928,,Beatrice Aitchison,"July 18, 1908","September 22, 1997","Portland, Oregon",1908,1997.0
Johns Hopkins University,MA,1931,Gordon Thomas Whyburn,Beatrice Aitchison,"July 18, 1908","September 22, 1997","Portland, Oregon",1908,1997.0
Johns Hopkins University,PhD,1933,Gordon Thomas Whyburn,Beatrice Aitchison,"July 18, 1908","September 22, 1997","Portland, Oregon",1908,1997.0
University of Oregon,MA,1937,,Beatrice Aitchison,"July 18, 1908","September 22, 1997","Portland, Oregon",1908,1997.0
Brown University (Women's College),PhB,1923,,Elizabeth Stafford Hirschfelder,"April 25, 1902","September 29, 2002","Providence, Rhode Island",1902,2002.0
Brown University (Women's College),MS,1924,,Elizabeth Stafford Hirschfelder,"April 25, 1902","September 29, 2002","Providence, Rhode Island",1902,2002.0
University of Wisconsin,PhD,1930,Mark Hoyt Ingraham,Elizabeth Stafford Hirschfelder,"April 25, 1902","September 29, 2002","Providence, Rhode Island",1902,2002.0
Hunter College,BA,1930,,Miriam Freda Mazur (Becker),"March 30, 1909","March 5, 2000","New York, New York",1909,2000.0
Hunter College,MA,1932,,Miriam Freda Mazur (Becker),"March 30, 1909","March 5, 2000","New York, New York",1909,2000.0
Yale University,PhD,1934,Oystein Ore,Miriam Freda Mazur (Becker),"March 30, 1909","March 5, 2000","New York, New York",1909,2000.0
University of Wisconsin,BA,1934,,Dorothy L. Bernstein,"April 11, 1914","February 5, 1988","Chicago, Illinois",1914,1988.0
University of Wisconsin,MA,1934,,Dorothy L. Bernstein,"April 11, 1914","February 5, 1988","Chicago, Illinois",1914,1988.0
Brown University,PhD,1939,Jacob David Tamarkin,Dorothy L. Bernstein,"April 11, 1914","February 5, 1988","Chicago, Illinois",1914,1988.0
University of Colorado,BA,1928,,Laura Louise Rosenbaum,"January 21, 1908","January 16, 1980","Carrollton, Illinois",1908,1980.0
University of Colorado,MA,1933,Aubrey John Kempner,Laura Louise Rosenbaum,"January 21, 1908","January 16, 1980","Carrollton, Illinois",1908,1980.0
University of Colorado,PhD,1939,Aubrey John Kempner,Laura Louise Rosenbaum,"January 21, 1908","January 16, 1980","Carrollton, Illinois",1908,1980.0
Delta State Teachers College,BS,1928,,Marguerite Lenore Hedberg,"August 27, 1907","August 27, 2002","Kirksville, Missouri",1907,2002.0
University of Missouri,MA,1929,,Marguerite Lenore Hedberg,"August 27, 1907","August 27, 2002","Kirksville, Missouri",1907,2002.0
University of Missouri,PhD,1932,Louis Ingold,Marguerite Lenore Hedberg,"August 27, 1907","August 27, 2002","Kirksville, Missouri",1907,2002.0
